case_id,sex,age_band,name_origin,province,region,urbanicity,NAME_PATIENT,NAME_DOCTOR,NAME_DOCTOR_2,NAME_RELATIVE,RELATIVE_RELATION,AGE,GENDER,DATE_ENCOUNTER,DATE_VALIDATION,DATE_HISTORY,DOB,INSZ,RIZIV,IBAN,CREDITCARDNUMBER,STREET,ZIPCODE,CITY,TELEFOON,TELEFOON_MOBILE,EMAIL,URL,ORGANIZATION,SPECIALTY,DIAGNOSIS,DX_EPONYM,DX_TEST,DX_ANATOMY,DX_DRUG,DX_DRUG_2,DX_HOMOGRAPH,DX_NUMERIC,DX_ABBREV,DX_CODESWITCH,noise_ops,ambiguous_surname,PATIENT_NOUN_GENERIC,PATIENT_NOUN_MARKED,HONORIFIC,PRONOUN_SUBJ,PRONOUN_POSS,fmt
CASE000759,F,65-79,flemish,Limburg,Vlaanderen,rural,Marleen De Smet,dr. Bart De Clercq,dr. Ilham El Amrani,Els Vermeulen,Grootmoeder,77-jarige,vrouw,27-04-2026,27/4/2026,03/01/2022,º8 februari 1949,49 02 08 770 33,8-61972-67-008,BE61 9889 3526 7636,4542373534972482,Bloemwal 63,3900,Pelt,+32 (0)16/06.34.43,+32 488 13 02 87,marleen.desmet@gmail.com,https://www.jessaziekenhuis.be,Jessa Ziekenhuis,Reumatologie,reumatoide artritis,teken van Lasegue,Barthel-index 90,V. Saphena magna,Ibuprofen 400 mg,Ibuprofen 400 mg,boomstructuur van de bronchi,8u,NSAID,SSp testen positief,,False,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'spaced', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd-mm-yyyy', 'DATE_VALIDATION': 'd/m/yyyy', 'DATE_HISTORY': 'dd/mm/yyyy', 'DOB': 'masc_ordinal', 'TELEFOON': 'intl_paren', 'TELEFOON_MOBILE': 'intl', 'STREET': 'plain', 'AGE': 'jarige'}"
CASE000760,M,65-79,flemish,Antwerpen,Vlaanderen,town,Pieter Wouters,dr. Bilal Cherkaoui,dr. Griet Goossens,Veerle Verhoeven,Moeder,68 jaar,man,15/4/2026,17/04/2026,3/2020,º12/03/1958,58 03 12 187 13,9-26901-31-004,BE89 7509 7195 2670,4666943658694912,Schoollaan 18 bus 8,2440,Geel,059/73.84.53,0471 06 16 12,pieter.wouters@gmail.com,https://www.uzsintjozef.be,UZ Sint-Jozef,Nefrologie,chronische nierinsufficientie stadium 3,teken van Lasegue,teken van Tinel,m. Infraspinatus,L-thyroxine 50 mcg,Ibuprofen 400 mg,hamstringletsel links,BD: 146/68,OS,watchful waiting,,False,patient,patient,de heer,hij,zijn,"{'INSZ': 'spaced', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'd/m/yyyy', 'DATE_VALIDATION': 'dd/mm/yyyy', 'DATE_HISTORY': 'm/yyyy', 'DOB': 'masc_ordinal', 'TELEFOON': 'slash_dot', 'TELEFOON_MOBILE': 'spaced', 'STREET': 'bus', 'AGE': 'jaar'}"
CASE000761,F,65-79,flemish,Antwerpen,Vlaanderen,town,Lore Coppens,dr. Kris Maes,dr. Griet Van den Berghe,Leen Goossens,Tante,74,vrouw,2026-05-17,19/5/2026,27/09/2016,°05/10/1951,51.10.05-100.18,45564462008,BE51 1234 0139 6228,4075351383456299,Smidring 89 bus 9,2500,Lier,050/06.54.76,0475546187,lore.coppens@skynet.be,https://www.znamiddelheim.be,ZNA Middelheim,Pneumologie,obstructief slaapapneusyndroom,syndroom van Sjogren,Schirmer-test,N. Medianus,Depakine chrono 500 mg,Ozempic 1 mg,geel verkleurde sclerae,HR: 68,z.n.,blurr-test,,False,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'dotted', 'RIZIV': 'plain', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'yyyy-mm-dd', 'DATE_VALIDATION': 'd/m/yyyy', 'DATE_HISTORY': 'dd/mm/yyyy', 'DOB': 'degree', 'TELEFOON': 'slash_dot', 'TELEFOON_MOBILE': 'plain', 'STREET': 'bus', 'AGE': 'bare'}"
CASE000762,M,80-95,central_african,Limburg,Vlaanderen,rural,Blaise Tshibangu,dr. Tine Lambert,dr. Amina Ouazzani,Chantal Nkosi,Grootmoeder,86-jarige,man,12.05.2026,12 mei 2026,4/2022,º19.08.1939,39 08 19 757 33,9-13306-46-007,BE50 6464 3230 5362,4873207181169449,Stationswal 85,3630,Maasmechelen,011/83.11.68,+32 496 33 33 99,blaise.tshibangu@telenet.be,https://www.algemeenziekenhuisrivierenland.be,Algemeen Ziekenhuis Rivierenland,Pneumologie,"astma, goed gecontroleerd",ziekte van Hashimoto,Glasgow Coma Scale 15,M. Subscapularis,Sipralexa 20 mg,Trianal suppo,lintvormige stoelgang,BMI 20.808,SSp,no evidence of malignancy,,False,patient,patient,de heer,hij,zijn,"{'INSZ': 'spaced', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd.mm.yyyy', 'DATE_VALIDATION': 'text_abbr', 'DATE_HISTORY': 'm/yyyy', 'DOB': 'masc_ordinal', 'TELEFOON': 'slash_dot', 'TELEFOON_MOBILE': 'intl', 'STREET': 'plain', 'AGE': 'jarige'}"
CASE000763,F,50-64,maghrebi,Antwerpen,Vlaanderen,rural,Hafida Idrissi,dr. Filip Wouters,dr. Jonas Van Acker,Yassine Benali,Zoon,50,vrouw,28 april 2026,29 april 2026,20.11.2023,º17/12/1975,75 12 17 146 33,5-65450-60-008,BE33 3222 4473 7987,4246012854997260,Marktsteenweg 86,2860,Sint-Katelijne-Waver,059 10 35 74,0472 71 72 14,hafida.idrissi@skynet.be,https://www.ziekenhuissintjozef.be,Ziekenhuis Sint-Jozef,Gastro-enterologie,coeliakie,ziekte van Crohn,Bristol-schaal type 4,N. Medianus,Atorstatine 20 mg,Ventolin aerosol,geel verkleurde sclerae,1/d,z.n.,full range of motion,,False,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'spaced', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'text_nl', 'DATE_VALIDATION': 'text_nl', 'DATE_HISTORY': 'dd.mm.yyyy', 'DOB': 'masc_ordinal', 'TELEFOON': 'spaced', 'TELEFOON_MOBILE': 'spaced', 'STREET': 'plain', 'AGE': 'bare'}"
CASE000764,M,65-79,southern_european,Oost-Vlaanderen,Vlaanderen,rural,Rafael Fernandez,dr. Wouter Wouters,dr. Samira Ouazzani,Rosa Romano,Grootmoeder,69 jaar,man,22/04/2026,24-04-2026,15-08-2022,º09/04/1957,57.04.09-497.70,5-17757-29-004,BE42 7882 8851 4474,4870571629847541,Weverlei 145/17,9600,Ronse,054/27.23.52,0496 26 48 11,rafael.fernandez@gmail.com,https://www.algemeenziekenhuiszeepreventorium.be,Algemeen Ziekenhuis Zeepreventorium,Neurologie,migraine met aura,ziekte van Von Willebrand,Snellen 1,A. Radialis,Metformine viatris 500 mg,Depakine chrono 500 mg,geel verkleurde sclerae,22u,antec.,no evidence of malignancy,,False,patient,patient,de heer,hij,zijn,"{'INSZ': 'dotted', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd/mm/yyyy', 'DATE_VALIDATION': 'dd-mm-yyyy', 'DATE_HISTORY': 'dd-mm-yyyy', 'DOB': 'masc_ordinal', 'TELEFOON': 'slash_dot', 'TELEFOON_MOBILE': 'spaced', 'STREET': 'slash', 'AGE': 'jaar'}"
CASE000765,F,50-64,turkish,Limburg,Vlaanderen,rural,Deniz Demir,dr. Veerle De Backer,dr. Lucia Fernandez,Kaan Kaya,Zoon,62,vrouw,19 april 2026,2026-04-20,27-02-2017,°26 jul 1963,63.07.26 078 29,74157884007,BE65412857545625,4074612046545658,Dorpbaan 204,3900,Pelt,+32 16 68 37 80,0487/10.59.09,deniz.demir@gmail.com,https://www.uzgroeninge.be,UZ Groeninge,Pneumologie,obstructief slaapapneusyndroom,ziekte van Bechterew,Goldmann applanatie,A. Radialis,Lambipol 100 mg,Sipralexa 20 mg,boomstructuur van de bronchi,T 37.2,z.n.,watchful waiting,,False,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'mixed', 'RIZIV': 'plain', 'IBAN': 'plain', 'DATE_ENCOUNTER': 'text_nl', 'DATE_VALIDATION': 'yyyy-mm-dd', 'DATE_HISTORY': 'dd-mm-yyyy', 'DOB': 'degree', 'TELEFOON': 'intl', 'TELEFOON_MOBILE': 'slash_dot', 'STREET': 'plain', 'AGE': 'bare'}"
CASE000766,M,18-34,turkish,Antwerpen,Vlaanderen,town,Kaan Celik,dr. Andrzej Kowalski,dr. Jan De Smet,Kaan Dogan,Oom,22,man,23/5/2026,23/05/2026,31/03/2023,°23/03/2004,04.03.23-459.52,97400371007,BE50 5443 4483 3939,4392823696493827,Meerswal 4,2440,Geel,051 57 40 85,0497609037,kaan.celik@gmail.com,https://www.azalma.be,AZ Alma,Gastro-enterologie,ulcus anastomoticum,teken van Lasegue,Goldmann applanatie,m. Infraspinatus,L-thyroxine 50 mcg,Diltiazemzalf 2%,beeld passend bij bursitis,T 37.2,RYGB,watchful waiting,,False,patient,patient,de heer,hij,zijn,"{'INSZ': 'dotted', 'RIZIV': 'plain', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'd/m/yyyy', 'DATE_VALIDATION': 'dd/mm/yyyy', 'DATE_HISTORY': 'dd/mm/yyyy', 'DOB': 'degree', 'TELEFOON': 'spaced', 'TELEFOON_MOBILE': 'plain', 'STREET': 'plain', 'AGE': 'bare'}"
CASE000767,F,80-95,central_african,West-Vlaanderen,Vlaanderen,town,Chantal Lumumba,dr. Jonas Van Damme,dr. Nabil El Habti,Esther Tshibangu,Tante,86,vrouw,22-05-2026,24 mei 2026,05-08-2024,°9 nov 1939,39.11.09-296.39,79359361006,BE42875717043160,4747830194410882,Veldplein 121,8800,Roeselare,03-010 89 81,+32 488 20 29 18,chantal.lumumba@skynet.be,https://www.azheilighart.be,AZ Heilig Hart,Gynaecologie,myomateuze uterus,syndroom van Raynaud,Schirmer-test,m. Deltoideus,Lyumjev kwikpen,Ozempic 1 mg,boomstructuur van de bronchi,100 e/ml 3 ml,OD,blurr-test,,False,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'dotted', 'RIZIV': 'plain', 'IBAN': 'plain', 'DATE_ENCOUNTER': 'dd-mm-yyyy', 'DATE_VALIDATION': 'text_abbr', 'DATE_HISTORY': 'dd-mm-yyyy', 'DOB': 'degree', 'TELEFOON': 'dashed', 'TELEFOON_MOBILE': 'intl', 'STREET': 'plain', 'AGE': 'bare'}"
CASE000768,M,65-79,central_african,Limburg,Vlaanderen,town,Didier Kalala,dr. Wim Verhoeven,dr. Youssef El Amrani,Blaise Kabongo,Zoon,66-jarige,man,28-05-2026,29/5/2026,01/09/2018,°01-10-1959,59.10.01 721 73,9-49488-45-006,BE43 9891 7506 6219,4620429758101417,Hogestraat 79,3800,Sint-Truiden,044187768,0472886054,didier.kalala@telenet.be,https://www.jessaziekenhuis.be,Jessa Ziekenhuis,Gastro-enterologie,refluxoesofagitis graad B,syndroom van Cushing,Snellen 1,V. Saphena magna,Lyumjev kwikpen,Progor retard 180 mg,peervormige galblaas,12u,PRP,full range of motion,,False,patient,patient,de heer,hij,zijn,"{'INSZ': 'mixed', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd-mm-yyyy', 'DATE_VALIDATION': 'd/m/yyyy', 'DATE_HISTORY': 'dd/mm/yyyy', 'DOB': 'degree', 'TELEFOON': 'plain', 'TELEFOON_MOBILE': 'plain', 'STREET': 'plain', 'AGE': 'jarige'}"
CASE000769,F,18-34,flemish,Antwerpen,Vlaanderen,urban,Veerle Verhoeven,dr. Jonas Van Acker,dr. Rafael Silva,Inge Janssens,Moeder,31-jarige,vrouw,9 mei 2026,11-05-2026,3 aug 2018,°21/12/1994,94.12.21-090.77,5 97785 26 003,BE14287395021813,4700233582350627,Groenelaan 145,2018,Antwerpen,03 844 13 33,0493-06 22 87,veerle.verhoeven@gmail.com,https://www.ziekenhuisvesalius.be,Ziekenhuis Vesalius,Orthopedie,carpaal tunnelsyndroom,syndroom van Raynaud,Bristol-schaal type 4,m. Infraspinatus,Progor retard 180 mg,Injectafer 1000 mg,beeld passend bij bursitis,300 ie/ml 1.5 ml,co,blurr-test,,False,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'dotted', 'RIZIV': 'spaced', 'IBAN': 'plain', 'DATE_ENCOUNTER': 'text_nl', 'DATE_VALIDATION': 'dd-mm-yyyy', 'DATE_HISTORY': 'text_abbr', 'DOB': 'degree', 'TELEFOON': 'spaced', 'TELEFOON_MOBILE': 'dashed', 'STREET': 'plain', 'AGE': 'jarige'}"
CASE000770,M,80-95,flemish,Antwerpen,Vlaanderen,urban,Jonas Wouters,dr. Griet Declercq,dr. Rachid Bouzid,Jonas Declercq,Oom,81 jaar,man,18-04-2026,19-04-2026,20 aug 2017,°05.12.1944,44120527994,9-56318-05-003,BE66 9887 7444 3195,4655685022080533,Molenvest 42/7,2000,Antwerpen,+32 2 994 91 94,0487 25 30 27,jonas.wouters@proximus.be,https://www.azklina.be,AZ Klina,Endocrinologie,hypothyreoidie,ziekte van Dupuytren,Romberg negatief,M. Subscapularis,Pantomed 40 mg,Trianal suppo,molaire zwangerschap uitgesloten,1/w,APO,shared decision making,,False,patient,patient,de heer,hij,zijn,"{'INSZ': 'plain', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd-mm-yyyy', 'DATE_VALIDATION': 'dd-mm-yyyy', 'DATE_HISTORY': 'text_abbr', 'DOB': 'degree', 'TELEFOON': 'intl', 'TELEFOON_MOBILE': 'spaced', 'STREET': 'slash', 'AGE': 'jaar'}"
CASE000771,F,65-79,flemish,Oost-Vlaanderen,Vlaanderen,town,Sofie Van Acker,dr. Griet Declercq,dr. Stijn Janssens,Rik Goossens,Grootvader,69-jarige,vrouw,27/05/2026,27 mei 2026,2020-10-23,°07/05/1957,57 05 07 704 27,7 83699 61 030,BE91 0671 3563 0701,4000259375818352,Langestraat 113A,9300,Aalst,03-397 53 17,+32 474 69 48 12,sofie.vanacker@telenet.be,https://www.aznikolaas.be,AZ Nikolaas,Pneumologie,obstructief longlijden GOLD II,ziekte van Hashimoto,Snellen 1,M. Subscapularis,Lyumjev kwikpen,Diltiazemzalf 2%,lintvormige stoelgang,pH 7.38,ODS,Painful arc beiderzijds +,,False,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'spaced', 'RIZIV': 'spaced', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd/mm/yyyy', 'DATE_VALIDATION': 'text_nl', 'DATE_HISTORY': 'yyyy-mm-dd', 'DOB': 'degree', 'TELEFOON': 'dashed', 'TELEFOON_MOBILE': 'intl', 'STREET': 'letter', 'AGE': 'jarige'}"
CASE000772,M,50-64,flemish,Oost-Vlaanderen,Vlaanderen,urban,Rik Mertens,dr. Giulia Costa,dr. Tomasz Novak,Jonas Coppens,Vader,57-jarige,man,24 april 2026,2026-04-26,15/01/2020,°16 juli 1968,68.07.16-239.79,84393463008,BE08 3172 9211 6802,4988268744337313,Gaverdries 96,9000,Gent,+32 4 157 04 53,0477 01 37 28,rik.mertens@proximus.be,https://www.kliniekdamiaan.be,Kliniek Damiaan,Urologie,epididymitis links,ziekte van Hashimoto,Snellen 1,M. Subscapularis,Trianal suppo,Asaflow 80 mg,boomstructuur van de bronchi,1/d,PRP,no evidence of malignancy,,False,patient,patient,de heer,hij,zijn,"{'INSZ': 'dotted', 'RIZIV': 'plain', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'text_nl', 'DATE_VALIDATION': 'yyyy-mm-dd', 'DATE_HISTORY': 'dd/mm/yyyy', 'DOB': 'degree', 'TELEFOON': 'intl', 'TELEFOON_MOBILE': 'spaced', 'STREET': 'plain', 'AGE': 'jarige'}"
CASE000773,F,65-79,flemish,Vlaams-Brabant,Vlaanderen,town,Griet Peeters,dr. Femke De Backer,dr. Emre Arslan,Hilde De Smet,Dochter,65-jarige,vrouw,25-05-2026,26/05/2026,17-06-2023,°28-04-1961,61 04 28 650 13,6-02022-57-018,BE71 3903 8025 4758,4863872032383226,Dorpring 76,1800,Vilvoorde,04 880 73 27,0485 28 44 43,griet.peeters@gmail.com,https://www.ziekenhuiszeepreventorium.be,Ziekenhuis Zeepreventorium,Oftalmologie,cataract incipiens bilateraal,ziekte van Von Willebrand,Schirmer-test,m. Deltoideus,L-thyroxine 50 mcg,Lyumjev kwikpen,lintvormige stoelgang,T 37.2,OD,Painful arc beiderzijds +,,False,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'spaced', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd-mm-yyyy', 'DATE_VALIDATION': 'dd/mm/yyyy', 'DATE_HISTORY': 'dd-mm-yyyy', 'DOB': 'degree', 'TELEFOON': 'spaced', 'TELEFOON_MOBILE': 'spaced', 'STREET': 'plain', 'AGE': 'jarige'}"
CASE000774,M,35-49,flemish,Vlaams-Brabant,Vlaanderen,rural,Filip Janssens,dr. Dirk Peeters,dr. Marleen De Backer,Luc Wouters,Zoon,43-jarige,man,16 apr 2026,2026-04-18,11/2019,°08/03/1983,83.03.08-793.52,9-77228-47-008,BE80639535802993,4555634814157712,Molenpad 144 bus 16,3200,Aarschot,051 06 21 46,0476 44 33 56,filip.janssens@telenet.be,https://www.klinieksintrembert.be,Kliniek Sint-Rembert,Oftalmologie,cataract incipiens bilateraal,syndroom van Cushing,Romberg negatief,m. Deltoideus,Cose protect,Lyumjev kwikpen,peervormige galblaas,BMI 20.808,APO,no evidence of malignancy,,False,patient,patient,de heer,hij,zijn,"{'INSZ': 'dotted', 'RIZIV': 'dashed', 'IBAN': 'plain', 'DATE_ENCOUNTER': 'text_abbr', 'DATE_VALIDATION': 'yyyy-mm-dd', 'DATE_HISTORY': 'm/yyyy', 'DOB': 'degree', 'TELEFOON': 'spaced', 'TELEFOON_MOBILE': 'spaced', 'STREET': 'bus', 'AGE': 'jarige'}"
CASE000775,F,50-64,flemish,Antwerpen,Vlaanderen,urban,Marleen Peeters,dr. Pieter Wouters,dr. Marleen Lambert,Wim Lambert,Grootvader,52-jarige,vrouw,27/04/2026,28-04-2026,4/1/2016,°5 dec 1973,73.12.05-852.33,8-23125-17-007,BE57 3153 1706 8850,4449366735216083,Bergwal 119B,2000,Antwerpen,010 42 86 32,+32 471 22 51 45,marleen.peeters@skynet.be,https://www.azklina.be,AZ Klina,Gastro-enterologie,lichte chronische niet specifieke colitis,syndroom van Raynaud,Snellen 1,M. Subscapularis,Ventolin aerosol,Cose protect,lintvormige stoelgang,22u,RYGB,no evidence of malignancy,,False,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'dotted', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd/mm/yyyy', 'DATE_VALIDATION': 'dd-mm-yyyy', 'DATE_HISTORY': 'd/m/yyyy', 'DOB': 'degree', 'TELEFOON': 'spaced', 'TELEFOON_MOBILE': 'intl', 'STREET': 'letter', 'AGE': 'jarige'}"
CASE000776,M,65-79,flemish,West-Vlaanderen,Vlaanderen,town,Stijn Van Acker,dr. Ioana Marinescu,dr. Leila Ouazzani,Wouter De Smet,Neef,74-jarige,man,02-05-2026,02/05/2026,19/06/2016,°7/8/1951,51.08.07-659.64,2-65664-19-030,BE42 5271 4115 0278,4769791627624395,Nieuwsteenweg 107,8400,Oostende,056/59.41.44,0497 22 03 98,stijn.vanacker@gmail.com,https://www.azdevoorzorg.be,AZ De Voorzorg,Fysische Geneeskunde en revalidatie,supraspinatuspeestendinose bilateraal,ziekte van Hashimoto,Snellen 1,A. Radialis,L-thyroxine 50 mcg,Atorstatine 20 mg,beeld passend bij bursitis,25 000 ie,co,blurr-test,,False,patient,patient,de heer,hij,zijn,"{'INSZ': 'dotted', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd-mm-yyyy', 'DATE_VALIDATION': 'dd/mm/yyyy', 'DATE_HISTORY': 'dd/mm/yyyy', 'DOB': 'degree', 'TELEFOON': 'slash_dot', 'TELEFOON_MOBILE': 'spaced', 'STREET': 'plain', 'AGE': 'jarige'}"
CASE000777,F,18-34,flemish,Antwerpen,Vlaanderen,urban,Inge Goossens,dr. Youssef El Fassi,dr. Miroslav Wisniewski,Rik Van Damme,Grootvader,20 jaar,vrouw,14-05-2026,15/5/2026,10-07-2017,°24 september 2005,05 09 24 866 66,8-18874-97-480,BE86 3273 2890 5412,4677639663527363,Vijverhof 176/8,2800,Mechelen,03/616.62.90,0491/16.72.50,inge.goossens@telenet.be,https://www.azonzelievevrouw.be,AZ Onze-Lieve-Vrouw,Cardiologie,boezemfibrilleren,ziekte van Von Willebrand,Romberg negatief,N. Medianus,Progor retard 180 mg,Asaflow 80 mg,hamstringletsel links,1/d,z.n.,SSp testen positief,,False,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'spaced', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd-mm-yyyy', 'DATE_VALIDATION': 'd/m/yyyy', 'DATE_HISTORY': 'dd-mm-yyyy', 'DOB': 'degree', 'TELEFOON': 'slash_dot', 'TELEFOON_MOBILE': 'slash_dot', 'STREET': 'slash', 'AGE': 'jaar'}"
CASE000778,M,18-34,flemish,Oost-Vlaanderen,Vlaanderen,rural,Marc De Clercq,dr. Wim Peeters,dr. Grace Kalala,Nele Jacobs,Nicht,34-jarige,man,17 mei 2026,18-05-2026,3/2021,°23/09/1991,91.09.23 909 84,2-79406-51-003,BE22 9755 2066 3232,4923840991269171,Dorpweg 88,9500,Geraardsbergen,053/86.66.26,0488/06.38.27,marc.declercq@gmail.com,https://www.kliniekheilighart.be,Kliniek Heilig Hart,Orthopedie,carpaal tunnelsyndroom,ziekte van Dupuytren,Schirmer-test,V. Saphena magna,Progor retard 180 mg,Pantomed 40 mg,lintvormige stoelgang,BD: 146/68,NSAID,full range of motion,,False,patient,patient,de heer,hij,zijn,"{'INSZ': 'mixed', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'text_nl', 'DATE_VALIDATION': 'dd-mm-yyyy', 'DATE_HISTORY': 'm/yyyy', 'DOB': 'degree', 'TELEFOON': 'slash_dot', 'TELEFOON_MOBILE': 'slash_dot', 'STREET': 'plain', 'AGE': 'jarige'}"
CASE000779,F,35-49,eastern_european,West-Vlaanderen,Vlaanderen,town,Agnieszka Dimitrov,dr. Marc Van Acker,dr. Nele Dubois,Miroslav Zielinski,Grootvader,43,vrouw,28-04-2026,28-04-2026,2020-02-27,°11/05/1983,83.05.11 440 38,5 29694 23 003,BE75 2555 0810 7313,4562120254094111,Kortelaan 15,8800,Roeselare,03 642 38 22,0483231803,agnieszka.dimitrov@skynet.be,https://www.azdamiaan.be,AZ Damiaan,Oftalmologie,droge maculadegeneratie,manoeuvre van Valsalva,Phalen-test,N. Medianus,Metformine viatris 500 mg,Progor retard 180 mg,peervormige galblaas,HR: 68,OS,Painful arc beiderzijds +,,False,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'mixed', 'RIZIV': 'spaced', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd-mm-yyyy', 'DATE_VALIDATION': 'dd-mm-yyyy', 'DATE_HISTORY': 'yyyy-mm-dd', 'DOB': 'degree', 'TELEFOON': 'spaced', 'TELEFOON_MOBILE': 'plain', 'STREET': 'plain', 'AGE': 'bare'}"
CASE000780,M,35-49,maghrebi,Antwerpen,Vlaanderen,rural,Anas Bennani,dr. Tomasz Novak,dr. Inge Van Damme,Yassine Cherkaoui,Neef,41 jaar,man,10 mei 2026,12-05-2026,10.08.2023,°25/08/1984,84.08.25-307.84,3-47812-30-006,BE07 5519 4710 3498,4906887858039123,Vissersring 149,2860,Sint-Katelijne-Waver,019 71 04 49,0473841328,anas.bennani@gmail.com,https://www.klinieksintvincentius.be,Kliniek Sint-Vincentius,Gastro-enterologie,diverticulose sigmoid,ziekte van Dupuytren,Romberg negatief,M. Biceps caput longum,Ozempic 1 mg,Lambipol 100 mg,beers-teken afwezig,pH 7.38,nle,SSp testen positief,,False,patient,patient,de heer,hij,zijn,"{'INSZ': 'dotted', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'text_abbr', 'DATE_VALIDATION': 'dd-mm-yyyy', 'DATE_HISTORY': 'dd.mm.yyyy', 'DOB': 'degree', 'TELEFOON': 'spaced', 'TELEFOON_MOBILE': 'plain', 'STREET': 'plain', 'AGE': 'jaar'}"
CASE000781,F,65-79,central_african,Antwerpen,Vlaanderen,urban,Mireille Bope,dr. Tom Coppens,dr. Selin Sahin,Grace Mbala,Grootmoeder,76,vrouw,23 mei 2026,24 mei 2026,05/2018,°24 dec 1949,49 12 24 930 45,9 12393 86 030,BE54754749584253,4114746757325140,Vijverlei 64,2800,Mechelen,059-65 86 23,0478 71 62 67,mireille.bope@telenet.be,https://www.uzsintjozef.be,UZ Sint-Jozef,Oftalmologie,droge maculadegeneratie,ziekte van Graves,Phalen-test,m. Infraspinatus,Pantomed 40 mg,Lambipol 100 mg,geel verkleurde sclerae,8u,ODS,blurr-test,,False,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'spaced', 'RIZIV': 'spaced', 'IBAN': 'plain', 'DATE_ENCOUNTER': 'text_abbr', 'DATE_VALIDATION': 'text_nl', 'DATE_HISTORY': 'mm/yyyy', 'DOB': 'degree', 'TELEFOON': 'dashed', 'TELEFOON_MOBILE': 'spaced', 'STREET': 'plain', 'AGE': 'bare'}"
CASE000782,M,65-79,flemish,Vlaams-Brabant,Vlaanderen,rural,Lode Van den Berghe,dr. Elena Kowalski,dr. Marc Janssens,Marleen Jacobs,Tante,72-jarige,man,19 mei 2026,20 mei 2026,23 juni 2023,º29 maa 1954,54.03.29-857.10,61421388018,BE07125682385485,4503860729430620,Lindeplein 197/1,3200,Aarschot,059 92 29 83,0474 18 09 97,lode.vandenberghe@gmail.com,https://www.kliniekgroeninge.be,Kliniek Groeninge,Reumatologie,reumatoide artritis,syndroom van Sjogren,Schirmer-test,N. Medianus,Glucagen hypokit,Lyumjev kwikpen,molaire zwangerschap uitgesloten,3x/week,tvv,watchful waiting,,False,patient,patient,de heer,hij,zijn,"{'INSZ': 'dotted', 'RIZIV': 'plain', 'IBAN': 'plain', 'DATE_ENCOUNTER': 'text_nl', 'DATE_VALIDATION': 'text_abbr', 'DATE_HISTORY': 'text_nl', 'DOB': 'masc_ordinal', 'TELEFOON': 'spaced', 'TELEFOON_MOBILE': 'spaced', 'STREET': 'slash', 'AGE': 'jarige'}"
